window,n,started_before,ended_differently,ended_after,mean,median,stdDev,var,minimum,maximum
25.0,1298.0,1464.0,8489.0,8685.0,185.11964099691832,173.2933075,127.97910517456877,16378.651361283337,18.432407,790.947912
26.0,1383.0,2943.0,9937.0,11515.0,328.5016868206797,284.667224,149.86546892868267,22459.65877721395,19.670617,784.644729
27.0,640.0,497.0,3367.0,2927.0,179.9550687421875,182.17245400000002,79.00089137628866,6241.14083824816,15.563264,612.462167
28.0,873.0,255.0,3424.0,3378.0,149.27128881099657,104.114563,102.84346205446343,10576.77768734786,16.541497,833.991352
29.0,1939.0,319.0,3698.0,2690.0,203.7025326415678,207.007509,100.3044443778813,10060.981561955483,18.578505,704.137239
30.0,1135.0,211.0,2040.0,2894.0,248.70938028458147,205.701485,178.78388392266348,31963.67715047241,17.420186,638.773581
31.0,265.0,7906.0,9208.0,10835.0,293.5396853320754,265.699905,235.06820082672175,55257.05903991199,20.301688,853.754205
32.0,1451.0,5696.0,17868.0,27379.0,142.84453266368024,61.821249,136.4410557426673,18616.161692173646,19.133858,661.568918
33.0,2604.0,5510.0,4554.0,7308.0,108.1666865268817,82.58910850000001,80.61727512967352,6499.145049333475,17.336328,771.752768
34.0,1552.0,6152.0,1802.0,4276.0,273.85950429381444,249.07110649999998,115.18828669286677,13268.341391238067,16.901525,800.418825
35.0,1023.0,3069.0,18158.0,28472.0,190.66644970087978,161.701225,122.11386700603661,14911.796515167998,16.494557,878.872772
36.0,189.0,1611.0,14771.0,4905.0,205.79525952910052,188.731036,161.2517639632163,26002.13138124882,19.568328,761.046242
37.0,1120.0,9776.0,13333.0,22814.0,194.4567898330357,203.649679,112.82541998557197,12729.575394920703,17.406426,829.902027
38.0,1454.0,3023.0,6862.0,9748.0,120.61700947111416,91.861523,109.68916690380927,12031.713336051725,17.452511,634.399643
39.0,2310.0,2390.0,7945.0,10916.0,469.7814879515152,495.783824,174.07536712837748,30302.2334408794,20.27512,852.177555
40.0,1122.0,4167.0,3830.0,5894.0,179.94666441176474,162.863517,98.96322430337327,9793.719764519768,18.570635,864.291086
41.0,3961.0,2684.0,2283.0,3902.0,228.53836234309517,225.220745,92.00809793465032,8465.490085552205,18.636845,641.412113
42.0,2640.0,2477.0,2329.0,1668.0,247.6934858401515,236.056263,93.8124085445544,8800.767996930384,18.562657,805.499796
43.0,4094.0,921.0,15046.0,15545.0,201.86215537982412,228.6794815,88.6594991164742,7860.506783584088,16.591737,586.327115
44.0,2083.0,1351.0,7143.0,9817.0,172.61049554536726,129.479098,141.37937630943316,19988.12804564431,17.47072,892.395109
45.0,1910.0,591.0,4584.0,4741.0,201.09027823612567,181.3849175,117.4024111784583,13783.32615051579,17.768089,882.764124
46.0,1159.0,3284.0,2529.0,1263.0,187.729086433132,164.045796,155.51305789017755,24184.311174353712,17.321996,777.897237
47.0,802.0,1663.0,1770.0,4956.0,185.26280820698253,171.2926985,90.88315395819153,8259.747673388345,18.675532,603.854794
48.0,2025.0,2456.0,7604.0,2755.0,176.1576235239506,162.805588,110.21634556201644,12147.64282904582,17.403189,846.946563
49.0,1481.0,2475.0,23632.0,25943.0,194.38796629844697,167.88878,154.39489639098684,23837.78403158356,18.473351,870.342872
50.0,1915.0,2435.0,10127.0,10996.0,332.95236515456924,419.623246,167.60045454042864,28089.912362158288,21.231278,630.761535
51.0,1462.0,1106.0,5821.0,5451.0,284.02862764295486,246.4239355,156.0424166052084,24349.235779993418,18.800941,826.091145
52.0,1424.0,2546.0,14665.0,18508.0,188.6379999094101,145.7032865,132.91866756439893,17667.372187095196,18.953625,799.265981
53.0,3251.0,1432.0,6250.0,5905.0,221.428668470932,162.505679,189.03345126592507,35733.64569750687,20.822946,882.916131
54.0,2793.0,1949.0,4592.0,4454.0,225.66940384425348,169.910482,152.2711885147059,23186.514851681102,20.539544,804.388087
55.0,890.0,2869.0,2785.0,2481.0,193.44674776404497,144.829501,165.90264428776956,27523.687381674197,16.243798,752.734174
56.0,928.0,760.0,3724.0,6456.0,171.33064573491382,176.2607275,94.4405922297277,8919.025460701703,17.127833,763.393628
57.0,1370.0,751.0,9712.0,9483.0,253.20264852408758,238.11570799999998,196.25373713407896,38515.529339092165,19.729724,840.393962
58.0,3698.0,1516.0,20615.0,20024.0,226.7598610494862,139.962764,142.75979041740896,20380.35776002253,22.774886,836.694537
59.0,1900.0,4344.0,14552.0,11445.0,186.04315165,103.933739,192.43433489791838,37030.973247604205,18.993599,832.51276
60.0,4006.0,1939.0,7632.0,10217.0,483.40328314628056,569.1418659999999,186.03563434897202,34609.25724762442,23.19735,823.739042
61.0,5583.0,2926.0,22687.0,23689.0,256.54862915457636,264.88764,130.40861323432455,17006.406405699647,20.464184,637.611556
62.0,2707.0,4627.0,12354.0,10523.0,175.08664500628,138.560897,92.31678003985199,8522.387876926414,22.083681,829.131648
63.0,1643.0,2646.0,8883.0,9271.0,398.822146626902,238.658944,278.2236516117731,77408.4003161893,21.105276,841.393941
64.0,522.0,1588.0,5657.0,6120.0,162.06731063409964,127.474854,103.11622603712424,10632.956072139299,18.650958,735.623603
65.0,3083.0,1312.0,10111.0,10097.0,251.31982157314306,231.807305,144.2217020259514,20799.89933526232,19.871042,786.587572
66.0,4205.0,963.0,13461.0,12373.0,242.31075070416173,195.785833,139.1635606281597,19366.496606707482,21.490393,733.171567
67.0,508.0,3425.0,2978.0,3285.0,185.36096176771653,171.61566,100.11734550969575,10023.482871907796,21.620744,474.677372
68.0,1564.0,2556.0,11171.0,11714.0,173.73479845524295,126.785736,128.69343711262016,16562.00075585992,18.158248,847.700578
69.0,3715.0,1365.0,11379.0,10272.0,206.5297084923284,167.886875,99.20408248447542,9841.449981586604,19.350085,704.670619
70.0,3327.0,1282.0,8804.0,7655.0,169.44639641629098,148.94985,84.19457298701492,7088.7261204657825,18.41669,671.06679
71.0,1897.0,872.0,10467.0,10494.0,148.27906881655244,129.078434,76.39520209009945,5836.226902387135,19.167745,476.133425
72.0,1528.0,1978.0,5699.0,4635.0,143.49436283507853,131.3134245,50.80752867798687,2581.404970364458,21.936024,489.290407
73.0,1144.0,1842.0,8523.0,12937.0,238.53725060926575,259.70502050000005,79.00623055800581,6241.984466984771,18.921479,452.196357
74.0,9493.0,1730.0,24995.0,26610.0,316.7106605030022,297.290415,134.0804383160536,17977.563939025054,20.96571,736.259087
75.0,495.0,4060.0,16332.0,16140.0,140.55676195757573,114.391166,100.1804240609217,10036.117365026097,19.325282,771.248566
76.0,3724.0,2352.0,8700.0,9458.0,254.26136860499463,196.498503,138.31029295944137,19129.737138526496,18.753889,813.130776
77.0,2061.0,4762.0,16382.0,20961.0,186.78522900921885,148.54604,94.77195305249141,8981.723085383637,18.910156,734.520854
78.0,559.0,5146.0,5396.0,8827.0,346.82217443649375,302.366777,204.8682820506054,41971.012990366406,20.20731,704.984317
79.0,3553.0,5469.0,13149.0,15727.0,367.79668421362226,340.821049,185.17609233752705,34290.18517339634,19.379632,875.37668
80.0,1625.0,5400.0,11644.0,13773.0,260.97331942830766,238.934326,135.02983080291693,18233.055206664376,18.942836,858.514794
81.0,4590.0,2211.0,18474.0,18867.0,286.27985413877997,296.7271035,83.19194406243572,6920.899556887434,21.205376,750.948712
82.0,4216.0,5670.0,24921.0,16260.0,245.70472657851045,245.38607050000002,117.50470689221109,13807.35614182444,24.558934,789.225242
83.0,5767.0,5370.0,73401.0,14890.0,234.7670149200624,185.761495,131.1354977102671,17196.518759719467,23.58223,797.566013
84.0,5164.0,5386.0,97278.0,17773.0,176.0724863249419,151.965916,80.58459046325076,6493.876220129847,30.624907,875.395226
85.0,7394.0,2194.0,70475.0,26723.0,333.1192968072762,227.139907,202.0829395583158,40837.514460529914,29.087424,792.202906
86.0,5840.0,4753.0,62127.0,26510.0,149.0048692909247,140.734677,76.50958330009163,5853.7163367536605,25.36264,843.559127
87.0,3698.0,3603.0,104580.0,24094.0,159.18529398458625,142.1840765,62.46486784220937,3901.859714544683,26.080016,878.998961
88.0,4664.0,3488.0,159498.0,22189.0,241.5860485287307,198.02899,121.2230652445986,14695.03154729621,37.133506,699.655422
89.0,5588.0,3286.0,179320.0,22703.0,246.96453461882604,233.102001,163.59516647346345,26763.37849348022,41.251593,883.097291
90.0,5602.0,775.0,167988.0,44493.0,214.16134852606214,193.0029,79.44521306975949,6311.541879699484,44.221942,736.447066
91.0,6328.0,3356.0,179098.0,26292.0,348.38110033738934,392.02526,107.4962420959437,11555.442064749739,41.097482,711.721252
92.0,4641.0,3617.0,153689.0,29236.0,178.0566344632622,155.885007,85.99561622296142,7395.246009566866,37.912945,793.702767
93.0,5580.0,14012.0,100312.0,25727.0,277.3903587775986,270.8008665,115.55931613657032,13353.9555459518,36.711914,807.233264
94.0,3192.0,10770.0,125156.0,30564.0,231.00807036904763,261.570461,84.07934704601128,7069.336599683606,34.462947,734.022224
95.0,7225.0,5748.0,138881.0,29459.0,228.07123960470588,187.911803,122.87124129725532,15097.341937928342,34.733463,851.450669
