window,n,started_before,ended_differently,ended_after,mean,median,stdDev,var,minimum,maximum
25.0,3868.0,2767.0,15948.0,14421.0,362.4775259162357,358.7488055,209.37115991088442,43836.282602429135,18.800941,1514.548345
26.0,4964.0,3583.0,20915.0,22990.0,232.11692957977436,164.357261,201.8912064144857,40760.05922749648,18.953625,1645.803258
27.0,4293.0,4037.0,7377.0,5750.0,281.7684116703937,194.598857,245.22553503336633,60135.56303240078,16.243798,1681.658568
28.0,2874.0,893.0,13436.0,14507.0,313.17097655949897,230.6843975,302.05589203790413,91237.76191481398,17.127833,1482.75329
29.0,9672.0,1786.0,35167.0,23506.0,483.6986064959678,360.347731,382.2907326796034,146146.204292708,18.993599,1716.593593
30.0,12177.0,2251.0,30319.0,28503.0,453.04754245594154,406.956655,283.54051419683265,80395.22319100425,20.464184,1640.053788
31.0,5143.0,6477.0,21237.0,16895.0,294.7179422486875,172.847437,260.4963514840984,67858.34913652694,21.105276,1756.328802
32.0,4234.0,2264.0,15768.0,14944.0,272.5503086530467,257.8760205,167.28909516746603,27985.64136194951,18.650958,1447.199649
33.0,6778.0,2320.0,16439.0,12987.0,453.8236138872823,291.48636550000003,393.1598247789103,154574.64782018348,21.490393,1743.241954
34.0,5985.0,3215.0,22550.0,19810.0,221.09197759498747,166.928198,142.76296975513674,20381.265533306083,18.158248,1378.617753
35.0,5655.0,1718.0,19271.0,16513.0,178.72761693068082,142.007059,126.11857302347188,15905.894461476808,18.41669,1255.914504
36.0,4141.0,2347.0,14222.0,15873.0,268.7121536892055,248.358731,153.64237673006843,23605.979927264278,18.921479,1480.382249
37.0,12766.0,3012.0,41327.0,34502.0,394.2633944792418,328.20476499999995,253.99169158181635,64511.779392592514,19.325282,1700.390887
38.0,8276.0,4566.0,25082.0,25238.0,338.95049022667956,230.335219,270.83917347171075,73353.85788683943,18.753889,1416.250522
39.0,7682.0,7033.0,18545.0,19594.0,522.0685685646968,508.244961,277.17899971800085,76828.19788467152,19.379632,1509.989979
40.0,6934.0,6886.0,30118.0,28112.0,301.5760289537064,295.3609935,135.78392775703048,18437.27503712647,18.942836,1505.686042
41.0,12365.0,8634.0,98322.0,23224.0,322.9424778903356,206.753354,301.8024073828007,91084.693102054,23.58223,1523.932404
42.0,14360.0,5769.0,167753.0,33047.0,284.0067533859331,190.384914,208.73662475921034,43570.978515867384,29.087424,1539.802724
43.0,11426.0,6468.0,166707.0,35920.0,225.4457778183966,147.3151755,279.8125542818029,78295.06553370689,25.36264,1702.276542
44.0,12496.0,4503.0,338818.0,29045.0,293.97809435571384,233.33063449999997,244.5474766830004,59803.46835202263,37.133506,1542.293936
45.0,14887.0,1174.0,347086.0,51311.0,380.72782868307917,270.783162,267.44231603991335,71525.39240879289,41.097482,1744.080194
46.0,16563.0,11287.0,254001.0,32301.0,398.0566091161625,278.737513,273.79688254958415,74964.73289387078,36.711914,1599.469976
47.0,14583.0,12126.0,264037.0,38037.0,363.6143344685593,251.098277,301.09851905134303,90660.31817491197,34.462947,1399.067978
